"election_date","office_name","district_name","candidate_name","candidate_party_name","county_name","votes","is_winner","pct"
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Quay",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Quay",0,FALSE,0
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Rio Arriba",10969,TRUE,67.1
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Rio Arriba",5382,FALSE,32.9
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Rio Arriba",5,FALSE,0
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Rio Arriba",0,FALSE,0
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Rio Arriba",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Rio Arriba",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Roosevelt",4634,TRUE,71.1
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Roosevelt",1797,FALSE,27.6
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Roosevelt",85,FALSE,1.3
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Roosevelt",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Roosevelt",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Roosevelt",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","San Juan",32870,TRUE,63.7
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","San Juan",18080,FALSE,35.1
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","San Juan",547,FALSE,1.1
"2020","President of the United States","New Mexico","Howie Hawkins","Green","San Juan",65,FALSE,0.1
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","San Juan",11,FALSE,0
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","San Juan",6,FALSE,0
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","San Miguel",7874,TRUE,69.6
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","San Miguel",3404,FALSE,30.1
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","San Miguel",29,FALSE,0.3
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","San Miguel",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","San Miguel",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","San Miguel",0,FALSE,0
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Sandoval",40572,TRUE,53.8
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Sandoval",34147,FALSE,45.3
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Sandoval",627,FALSE,0.8
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Sandoval",37,FALSE,0
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Sandoval",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Sandoval",0,FALSE,0
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Santa Fe",62522,TRUE,77.2
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Santa Fe",18297,FALSE,22.6
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Santa Fe",185,FALSE,0.2
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Santa Fe",20,FALSE,0
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Santa Fe",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Santa Fe",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Sierra",3542,TRUE,60.6
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Sierra",2265,FALSE,38.7
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Sierra",32,FALSE,0.5
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Sierra",8,FALSE,0.1
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Sierra",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Sierra",0,FALSE,0
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Socorro",3707,TRUE,53.1
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Socorro",3235,FALSE,46.4
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Socorro",30,FALSE,0.4
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Socorro",5,FALSE,0.1
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Socorro",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Socorro",0,FALSE,0
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Taos",13119,TRUE,77.8
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Taos",3675,FALSE,21.8
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Taos",37,FALSE,0.2
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Taos",32,FALSE,0.2
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Taos",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Taos",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Torrance",4772,TRUE,66.8
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Torrance",2327,FALSE,32.6
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Torrance",49,FALSE,0.7
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Torrance",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Torrance",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Torrance",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Union",1388,TRUE,78.9
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Union",371,FALSE,21.1
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Union",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Union",0,FALSE,0
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Union",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Union",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Valencia",17362,TRUE,54.8
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Valencia",14263,FALSE,45
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Valencia",86,FALSE,0.3
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Valencia",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Valencia",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Valencia",0,FALSE,0
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Bernalillo",178795,TRUE,57.1
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Bernalillo",128008,FALSE,40.9
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Bernalillo",6221,FALSE,2
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Catron",1692,TRUE,74.6
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Catron",539,FALSE,23.8
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Catron",37,FALSE,1.6
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Chaves",15612,TRUE,71
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Chaves",6125,FALSE,27.9
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Chaves",238,FALSE,1.1
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Cibola",4467,TRUE,51
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Cibola",4179,FALSE,47.7
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Cibola",109,FALSE,1.2
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Colfax",3314,TRUE,55.9
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Colfax",2545,FALSE,42.9
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Colfax",74,FALSE,1.2
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Curry",10092,TRUE,68.4
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Curry",4235,FALSE,28.7
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Curry",432,FALSE,2.9
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","De Baca",653,TRUE,73.4
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","De Baca",222,FALSE,24.9
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","De Baca",15,FALSE,1.7
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Dona Ana",46915,TRUE,58
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Dona Ana",31684,FALSE,39.2
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Dona Ana",2322,FALSE,2.9
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Eddy",17065,TRUE,75.3
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Eddy",5280,FALSE,23.3
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Eddy",317,FALSE,1.4
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Grant",7364,TRUE,52
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Grant",6602,FALSE,46.6
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Grant",193,FALSE,1.4
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Guadalupe",1240,TRUE,57.4
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Guadalupe",898,FALSE,41.6
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Guadalupe",21,FALSE,1
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Harding",341,TRUE,69
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Harding",153,FALSE,31
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Harding",0,FALSE,0
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Hidalgo",1075,TRUE,57
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Hidalgo",789,FALSE,41.8
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Hidalgo",22,FALSE,1.2
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Lea",15946,TRUE,78.7
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Lea",4011,FALSE,19.8
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Lea",299,FALSE,1.5
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Lincoln",7102,TRUE,69.9
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Lincoln",2906,FALSE,28.6
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Lincoln",153,FALSE,1.5
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Los Alamos",7014,TRUE,57.3
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Los Alamos",4866,FALSE,39.8
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Los Alamos",361,FALSE,2.9
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Luna",4319,TRUE,54.7
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Luna",3425,FALSE,43.4
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Luna",155,FALSE,2
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","McKinley",17127,TRUE,65.8
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","McKinley",8299,FALSE,31.9
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","McKinley",599,FALSE,2.3
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Mora",1669,TRUE,63.6
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Mora",948,FALSE,36.1
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Mora",6,FALSE,0.2
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Otero",14607,TRUE,63.4
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Otero",7960,FALSE,34.5
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Otero",476,FALSE,2.1
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Quay",2543,TRUE,67
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Quay",1196,FALSE,31.5
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Quay",54,FALSE,1.4
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Rio Arriba",10601,TRUE,64.7
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Rio Arriba",5669,FALSE,34.6
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Rio Arriba",127,FALSE,0.8
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","Roosevelt",4505,TRUE,69.8
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","Roosevelt",1770,FALSE,27.4
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian","Roosevelt",179,FALSE,2.8
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican","San Juan",33133,TRUE,64
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic","San Juan",17246,FALSE,33.3
