"election_date","office_name","district_name","candidate_name","candidate_party_name","county_name","votes","is_winner","pct"
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Bernalillo",106182,TRUE,54.4
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Bernalillo",88989,FALSE,45.6
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Catron",1259,TRUE,73.7
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Catron",449,FALSE,26.3
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Chaves",10210,TRUE,64.8
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Chaves",5541,FALSE,35.2
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Cibola",3497,TRUE,57
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Cibola",2636,FALSE,43
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Colfax",2935,TRUE,59.8
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Colfax",1972,FALSE,40.2
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Curry",6541,TRUE,71.6
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Curry",2593,FALSE,28.4
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","De Baca",604,TRUE,68.3
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","De Baca",280,FALSE,31.7
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Dona Ana",19385,TRUE,50.2
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Dona Ana",19223,FALSE,49.8
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Eddy",8320,TRUE,59
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Eddy",5778,FALSE,41
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Grant",5826,TRUE,56.5
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Grant",4481,FALSE,43.5
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Guadalupe",1008,TRUE,55.4
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Guadalupe",813,FALSE,44.6
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Harding",414,TRUE,69.2
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Harding",184,FALSE,30.8
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Hidalgo",731,TRUE,51.1
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Hidalgo",699,FALSE,48.9
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Lea",6215,TRUE,67.3
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Lea",3025,FALSE,32.7
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Lincoln",3929,TRUE,58.9
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Lincoln",2742,FALSE,41.1
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Los Alamos",4713,TRUE,56
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Los Alamos",3698,FALSE,44
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Luna",3252,TRUE,53.9
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Luna",2785,FALSE,46.1
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","McKinley",12453,TRUE,72.6
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","McKinley",4704,FALSE,27.4
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Mora",1551,TRUE,65.6
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Mora",812,FALSE,34.4
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Otero",8721,TRUE,61.6
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Otero",5435,FALSE,38.4
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Quay",2168,TRUE,66.8
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Quay",1078,FALSE,33.2
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Rio Arriba",7081,TRUE,66.9
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Rio Arriba",3505,FALSE,33.1
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Roosevelt",2824,TRUE,68.9
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Roosevelt",1275,FALSE,31.1
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","San Juan",18672,TRUE,59.7
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","San Juan",12627,FALSE,40.3
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","San Miguel",5861,TRUE,66.2
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","San Miguel",2993,FALSE,33.8
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Sandoval",19892,TRUE,54.9
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Sandoval",16356,FALSE,45.1
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Santa Fe",32494,TRUE,67.6
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Santa Fe",15600,FALSE,32.4
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Sierra",2692,TRUE,63.4
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Sierra",1552,FALSE,36.6
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Socorro",3190,TRUE,51.4
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Socorro",3015,FALSE,48.6
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Taos",8452,TRUE,73.9
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Taos",2979,FALSE,26.1
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Torrance",3611,TRUE,66.9
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Torrance",1790,FALSE,33.1
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Union",1099,TRUE,76.5
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Union",338,FALSE,23.5
"2006","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican","Valencia",11326,TRUE,57.2
"2006","Commissioner of Public Lands","New Mexico","Jim Baca","Democratic","Valencia",8475,FALSE,42.8
"2006","Governor","New Mexico","Bill Richardson","Democratic","Bernalillo",133195,TRUE,68.2
"2006","Governor","New Mexico","John Dendahl","Republican","Bernalillo",62205,FALSE,31.8
"2006","Governor","New Mexico","John Dendahl","Republican","Catron",863,TRUE,50.2
"2006","Governor","New Mexico","Bill Richardson","Democratic","Catron",857,FALSE,49.8
"2006","Governor","New Mexico","Bill Richardson","Democratic","Chaves",9060,TRUE,57.5
"2006","Governor","New Mexico","John Dendahl","Republican","Chaves",6700,FALSE,42.5
"2006","Governor","New Mexico","Bill Richardson","Democratic","Cibola",4698,TRUE,76
"2006","Governor","New Mexico","John Dendahl","Republican","Cibola",1486,FALSE,24
"2006","Governor","New Mexico","Bill Richardson","Democratic","Colfax",3125,TRUE,64.4
"2006","Governor","New Mexico","John Dendahl","Republican","Colfax",1728,FALSE,35.6
"2006","Governor","New Mexico","Bill Richardson","Democratic","Curry",5771,TRUE,63.3
"2006","Governor","New Mexico","John Dendahl","Republican","Curry",3339,FALSE,36.7
"2006","Governor","New Mexico","Bill Richardson","Democratic","De Baca",559,TRUE,62.7
"2006","Governor","New Mexico","John Dendahl","Republican","De Baca",333,FALSE,37.3
"2006","Governor","New Mexico","Bill Richardson","Democratic","Dona Ana",27510,TRUE,70.8
"2006","Governor","New Mexico","John Dendahl","Republican","Dona Ana",11335,FALSE,29.2
"2006","Governor","New Mexico","Bill Richardson","Democratic","Eddy",8539,TRUE,60.3
"2006","Governor","New Mexico","John Dendahl","Republican","Eddy",5633,FALSE,39.7
"2006","Governor","New Mexico","Bill Richardson","Democratic","Grant",7502,TRUE,72.6
"2006","Governor","New Mexico","John Dendahl","Republican","Grant",2838,FALSE,27.4
"2006","Governor","New Mexico","Bill Richardson","Democratic","Guadalupe",1546,TRUE,84.3
"2006","Governor","New Mexico","John Dendahl","Republican","Guadalupe",288,FALSE,15.7
"2006","Governor","New Mexico","Bill Richardson","Democratic","Harding",433,TRUE,72.7
"2006","Governor","New Mexico","John Dendahl","Republican","Harding",163,FALSE,27.3
"2006","Governor","New Mexico","Bill Richardson","Democratic","Hidalgo",1037,TRUE,71.1
"2006","Governor","New Mexico","John Dendahl","Republican","Hidalgo",421,FALSE,28.9
"2006","Governor","New Mexico","Bill Richardson","Democratic","Lea",5252,TRUE,56.5
"2006","Governor","New Mexico","John Dendahl","Republican","Lea",4047,FALSE,43.5
"2006","Governor","New Mexico","Bill Richardson","Democratic","Lincoln",4017,TRUE,59.9
"2006","Governor","New Mexico","John Dendahl","Republican","Lincoln",2688,FALSE,40.1
"2006","Governor","New Mexico","Bill Richardson","Democratic","Los Alamos",5664,TRUE,65.9
"2006","Governor","New Mexico","John Dendahl","Republican","Los Alamos",2927,FALSE,34.1
"2006","Governor","New Mexico","Bill Richardson","Democratic","Luna",4284,TRUE,70.3
"2006","Governor","New Mexico","John Dendahl","Republican","Luna",1807,FALSE,29.7
"2006","Governor","New Mexico","Bill Richardson","Democratic","McKinley",14973,TRUE,86.1
"2006","Governor","New Mexico","John Dendahl","Republican","McKinley",2427,FALSE,13.9
"2006","Governor","New Mexico","Bill Richardson","Democratic","Mora",1738,TRUE,73.8
"2006","Governor","New Mexico","John Dendahl","Republican","Mora",617,FALSE,26.2
"2006","Governor","New Mexico","Bill Richardson","Democratic","Otero",8271,TRUE,57.8
"2006","Governor","New Mexico","John Dendahl","Republican","Otero",6039,FALSE,42.2
"2006","Governor","New Mexico","Bill Richardson","Democratic","Quay",2130,TRUE,65.9
"2006","Governor","New Mexico","John Dendahl","Republican","Quay",1101,FALSE,34.1
"2006","Governor","New Mexico","Bill Richardson","Democratic","Rio Arriba",8621,TRUE,81.5
"2006","Governor","New Mexico","John Dendahl","Republican","Rio Arriba",1962,FALSE,18.5
"2006","Governor","New Mexico","Bill Richardson","Democratic","Roosevelt",2350,TRUE,57.3
"2006","Governor","New Mexico","John Dendahl","Republican","Roosevelt",1750,FALSE,42.7
"2006","Governor","New Mexico","Bill Richardson","Democratic","San Juan",18846,TRUE,60.1
"2006","Governor","New Mexico","John Dendahl","Republican","San Juan",12521,FALSE,39.9
"2006","Governor","New Mexico","Bill Richardson","Democratic","San Miguel",6884,TRUE,78.8
"2006","Governor","New Mexico","John Dendahl","Republican","San Miguel",1847,FALSE,21.2
"2006","Governor","New Mexico","Bill Richardson","Democratic","Sandoval",24590,TRUE,67.7
"2006","Governor","New Mexico","John Dendahl","Republican","Sandoval",11750,FALSE,32.3
"2006","Governor","New Mexico","Bill Richardson","Democratic","Santa Fe",37649,TRUE,79.1
"2006","Governor","New Mexico","John Dendahl","Republican","Santa Fe",9965,FALSE,20.9
"2006","Governor","New Mexico","Bill Richardson","Democratic","Sierra",2445,TRUE,57.5
"2006","Governor","New Mexico","John Dendahl","Republican","Sierra",1808,FALSE,42.5
"2006","Governor","New Mexico","Bill Richardson","Democratic","Socorro",4551,TRUE,72.8
"2006","Governor","New Mexico","John Dendahl","Republican","Socorro",1702,FALSE,27.2
"2006","Governor","New Mexico","Bill Richardson","Democratic","Taos",9937,TRUE,86.7
"2006","Governor","New Mexico","John Dendahl","Republican","Taos",1524,FALSE,13.3
"2006","Governor","New Mexico","Bill Richardson","Democratic","Torrance",3280,TRUE,60.7
"2006","Governor","New Mexico","John Dendahl","Republican","Torrance",2126,FALSE,39.3
"2006","Governor","New Mexico","Bill Richardson","Democratic","Union",907,TRUE,62.4
"2006","Governor","New Mexico","John Dendahl","Republican","Union",546,FALSE,37.6
"2006","Governor","New Mexico","Bill Richardson","Democratic","Valencia",13219,TRUE,66.7
"2006","Governor","New Mexico","John Dendahl","Republican","Valencia",6591,FALSE,33.3
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Bernalillo",104671,TRUE,53.7
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Bernalillo",90375,FALSE,46.3
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Catron",1048,TRUE,62.9
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Catron",619,FALSE,37.1
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Chaves",9755,TRUE,62.1
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Chaves",5966,FALSE,37.9
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Cibola",3810,TRUE,62
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Cibola",2332,FALSE,38
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Colfax",2634,TRUE,54.5
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Colfax",2202,FALSE,45.5
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Curry",5706,TRUE,63.9
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Curry",3229,FALSE,36.1
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","De Baca",481,TRUE,55.6
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","De Baca",384,FALSE,44.4
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Dona Ana",21096,TRUE,54.9
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Dona Ana",17348,FALSE,45.1
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Eddy",7616,TRUE,54.6
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Eddy",6334,FALSE,45.4
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Grant",6334,TRUE,61.8
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Grant",3919,FALSE,38.2
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Guadalupe",1278,TRUE,69.8
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Guadalupe",554,FALSE,30.2
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Harding",310,TRUE,53.4
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Harding",271,FALSE,46.6
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Hidalgo",824,TRUE,57.6
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Hidalgo",606,FALSE,42.4
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Lea",5958,TRUE,64.8
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Lea",3231,FALSE,35.2
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Lincoln",4170,TRUE,63
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Lincoln",2451,FALSE,37
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Los Alamos",4594,TRUE,55
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Los Alamos",3752,FALSE,45
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Luna",3284,TRUE,55
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Luna",2689,FALSE,45
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","McKinley",12632,TRUE,73.6
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","McKinley",4535,FALSE,26.4
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Mora",1678,TRUE,71.1
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Mora",681,FALSE,28.9
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Otero",8374,TRUE,59.1
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Otero",5794,FALSE,40.9
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Quay",1637,TRUE,51.9
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Quay",1520,FALSE,48.1
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Rio Arriba",7890,TRUE,74.4
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Rio Arriba",2716,FALSE,25.6
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Roosevelt",2465,TRUE,61.5
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Roosevelt",1546,FALSE,38.5
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","San Juan",18434,TRUE,59
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","San Juan",12796,FALSE,41
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","San Miguel",6581,TRUE,74.1
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","San Miguel",2300,FALSE,25.9
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Sandoval",18886,TRUE,52.1
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Sandoval",17371,FALSE,47.9
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Santa Fe",34020,TRUE,71
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Santa Fe",13886,FALSE,29
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Sierra",2262,TRUE,53.9
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Sierra",1938,FALSE,46.1
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Socorro",3602,TRUE,58.1
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Socorro",2602,FALSE,41.9
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Taos",8878,TRUE,77.9
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Taos",2524,FALSE,22.1
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Torrance",2932,TRUE,54.5
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Torrance",2443,FALSE,45.5
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Union",812,TRUE,58.4
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Union",579,FALSE,41.6
"2006","Secretary of State","New Mexico","Vickie S. Perea","Republican","Valencia",9956,TRUE,50.2
"2006","Secretary of State","New Mexico","Mary Herrera","Democratic","Valencia",9874,FALSE,49.8
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Bernalillo",100101,TRUE,52.7
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Bernalillo",89962,FALSE,47.3
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Catron",968,TRUE,61
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Catron",618,FALSE,39
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Chaves",8790,TRUE,57.2
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Chaves",6579,FALSE,42.8
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Cibola",4032,TRUE,66.6
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Cibola",2025,FALSE,33.4
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Colfax",3376,TRUE,69.1
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Colfax",1510,FALSE,30.9
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Curry",5068,TRUE,58.8
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Curry",3558,FALSE,41.2
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","De Baca",429,TRUE,53
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","De Baca",380,FALSE,47
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Dona Ana",20504,TRUE,54.2
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Dona Ana",17359,FALSE,45.8
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Eddy",6835,TRUE,50.5
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Eddy",6708,FALSE,49.5
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Grant",6498,TRUE,64.8
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Grant",3531,FALSE,35.2
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Guadalupe",1365,TRUE,75.5
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Guadalupe",442,FALSE,24.5
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Harding",332,TRUE,56.9
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Harding",251,FALSE,43.1
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Hidalgo",822,TRUE,60.2
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Hidalgo",543,FALSE,39.8
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Lea",5430,TRUE,60.7
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Lea",3517,FALSE,39.3
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Lincoln",3847,TRUE,59.6
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Lincoln",2613,FALSE,40.4
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Los Alamos",4252,TRUE,53.7
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Los Alamos",3667,FALSE,46.3
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Luna",3379,TRUE,57.9
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Luna",2461,FALSE,42.1
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","McKinley",12478,TRUE,74.2
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","McKinley",4347,FALSE,25.8
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Mora",1817,TRUE,76.3
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Mora",565,FALSE,23.7
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Otero",7854,TRUE,56.7
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Otero",5988,FALSE,43.3
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Quay",1666,TRUE,54.7
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Quay",1381,FALSE,45.3
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Rio Arriba",7754,TRUE,74.3
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Rio Arriba",2676,FALSE,25.7
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Roosevelt",2178,TRUE,56.9
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Roosevelt",1652,FALSE,43.1
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","San Juan",17214,TRUE,56.3
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","San Juan",13335,FALSE,43.7
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","San Miguel",6372,TRUE,71.7
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","San Miguel",2511,FALSE,28.3
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Sandoval",18803,TRUE,52.9
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Sandoval",16759,FALSE,47.1
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Santa Fe",31205,TRUE,66.1
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Santa Fe",16028,FALSE,33.9
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Sierra",2136,TRUE,52.2
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Sierra",1956,FALSE,47.8
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Socorro",3480,TRUE,57.2
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Socorro",2599,FALSE,42.8
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Taos",8929,TRUE,79.3
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Taos",2329,FALSE,20.7
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Torrance",2719,TRUE,51.8
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Torrance",2535,FALSE,48.2
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Union",826,TRUE,60.5
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Union",539,FALSE,39.5
"2006","State Auditor","New Mexico","Hector H. Balderas","Democratic","Valencia",10481,TRUE,54
"2006","State Auditor","New Mexico","Lorenzo Garcia","Republican","Valencia",8931,FALSE,46
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Bernalillo",117201,TRUE,60.8
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Bernalillo",75487,FALSE,39.2
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Catron",920,TRUE,57.6
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Catron",676,FALSE,42.4
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Chaves",7916,TRUE,51.3
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Chaves",7526,FALSE,48.7
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Cibola",4117,TRUE,67.6
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Cibola",1969,FALSE,32.4
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Colfax",2950,TRUE,62
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Colfax",1810,FALSE,38
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Curry",4420,TRUE,50.3
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Curry",4375,FALSE,49.7
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","De Baca",496,TRUE,60.1
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","De Baca",329,FALSE,39.9
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Dona Ana",22190,TRUE,58.4
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Dona Ana",15784,FALSE,41.6
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Eddy",7923,TRUE,57.8
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Eddy",5789,FALSE,42.2
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Grant",6881,TRUE,68.3
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Grant",3195,FALSE,31.7
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Guadalupe",1165,TRUE,65.1
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Guadalupe",625,FALSE,34.9
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Harding",309,TRUE,53.9
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Harding",264,FALSE,46.1
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Hidalgo",891,TRUE,64.9
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Hidalgo",482,FALSE,35.1
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Lea",4722,TRUE,52.1
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Lea",4341,FALSE,47.9
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Lincoln",3548,TRUE,54.7
