"election_date","office_name","district_name","candidate_name","candidate_party_name","votes","is_winner","pct"
"2020","State Representative","63","Randal W. Brown","Democratic",3281,FALSE,41.2
"2020","State Representative","64","Randal S. Crowder","Republican",8732,TRUE,100
"2020","State Representative","65","Derrick J. Lente","Democratic",7690,TRUE,77.1
"2020","State Representative","65","Phillip D. Salazar","Republican",2289,FALSE,22.9
"2020","State Representative","66","Phelps Anderson","Republican",9232,TRUE,100
"2020","State Representative","67","Jackey O. Chatfield","Republican",9230,TRUE,100
"2020","State Representative","68","Karen C. Bash","Democratic",8515,TRUE,52.5
"2020","State Representative","68","Giovanni Coppola","Republican",7696,FALSE,47.5
"2020","State Representative","69","Harry Garcia","Democratic",5865,TRUE,63.8
"2020","State Representative","69","Roy Randall Ryan","Republican",3331,FALSE,36.2
"2020","State Representative","7","Kelly K. Fajardo","Republican",6215,TRUE,59.2
"2020","State Representative","7","Santos Griego","Democratic",4288,FALSE,40.8
"2020","State Representative","70","Ambrose M. Castellano","Democratic",7211,TRUE,64.1
"2020","State Representative","70","Nathan M. Dial","Republican",4041,FALSE,35.9
"2020","State Representative","8","Alonzo Baldonado","Republican",8863,TRUE,63.4
"2020","State Representative","8","Paul Matthew Kinzelman","Democratic",5111,FALSE,36.6
"2020","State Representative","9","Patricia ""Patty"" A. Lundstrom","Democratic",7580,TRUE,100
"2020","State Senate","1","William E. Sharer","Republican",14506,TRUE,100
"2020","State Senate","10","Katy M. Duhigg","Democratic",13508,TRUE,52.5
"2020","State Senate","10","Candace Thompson Gould","Republican",12202,FALSE,47.5
"2020","State Senate","11","Linda M. Lopez","Democratic",9189,TRUE,69.4
"2020","State Senate","11","Marylinda A. Price","Republican",4047,FALSE,30.6
"2020","State Senate","12","Gerald P. Ortiz Y Pino","Democratic",14057,TRUE,77.5
"2020","State Senate","12","Lisa Meyer-Hagen","Republican",4080,FALSE,22.5
"2020","State Senate","13","Bill B. O'Neill","Democratic",15648,TRUE,63.1
"2020","State Senate","13","Michaela M. Chavez","Republican",8464,FALSE,34.1
"2020","State Senate","13","Frederick J. Snoy II","Libertarian",678,FALSE,2.7
"2020","State Senate","14","Michael Padilla","Democratic",10116,TRUE,65.8
"2020","State Senate","14","Mary Kay Ingham","Republican",5267,FALSE,34.2
"2020","State Senate","15","Daniel A. Ivey-soto","Democratic",13825,TRUE,60.1
"2020","State Senate","15","Sandra B. Rausch","Republican",9197,FALSE,39.9
"2020","State Senate","16","Antoinette Sedillo Lopez","Democratic",18612,TRUE,78.2
"2020","State Senate","16","Chelsea Ann Flanders","Republican",5201,FALSE,21.8
"2020","State Senate","17","Mimi Stewart","Democratic",8741,TRUE,65.8
"2020","State Senate","17","Rodney D. Deskin","Republican",4550,FALSE,34.2
"2020","State Senate","18","Bill Tallman","Democratic",14724,TRUE,55.1
"2020","State Senate","18","Ryan Alexandra Chavez","Republican",11995,FALSE,44.9
"2020","State Senate","19","Gregg William Schmedes","Republican",15581,TRUE,53.9
"2020","State Senate","19","Claudia M. Risner","Democratic",12185,FALSE,42.2
"2020","State Senate","19","John Douglas McDivitt","Libertarian",1119,FALSE,3.9
"2020","State Senate","2","Steven P. Neville","Republican",16631,TRUE,100
"2020","State Senate","20","Martin E. Hickey","Democratic",15091,TRUE,54.1
"2020","State Senate","20","John C. Morton","Republican",12806,FALSE,45.9
"2020","State Senate","21","Mark David Moores","Republican",15488,TRUE,53.2
"2020","State Senate","21","Athena Ann Christodoulou","Democratic",13612,FALSE,46.8
"2020","State Senate","22","Benny Shendo Jr.","Democratic",13247,TRUE,66.6
"2020","State Senate","22","Susan E. Aguayo","Republican",6639,FALSE,33.4
"2020","State Senate","23","Harold James Pope Jr.","Democratic",15435,TRUE,52.1
"2020","State Senate","23","Sander Rue","Republican",14172,FALSE,47.9
"2020","State Senate","24","Nancy Rodriguez","Democratic",18930,TRUE,80.5
"2020","State Senate","24","Leighton Craig Cornish","Republican",3963,FALSE,16.9
"2020","State Senate","24","Scott E. Milenski","Libertarian",626,FALSE,2.7
"2020","State Senate","25","Peter Wirth","Democratic",30314,TRUE,82.4
"2020","State Senate","25","Ricardo Arturo Vargas","Republican",6465,FALSE,17.6
"2020","State Senate","26","Jacob R. Candelaria","Democratic",12237,TRUE,65.8
"2020","State Senate","26","Manuel Lardizabal","Republican",6362,FALSE,34.2
"2020","State Senate","27","Stuart Ingle","Republican",13826,TRUE,100
"2020","State Senate","28","Siah Correa Hemphill","Democratic",11574,TRUE,50.9
"2020","State Senate","28","James S. Williams","Republican",11182,FALSE,49.1
"2020","State Senate","29","Gregory A. Baca","Republican",9599,TRUE,51.1
"2020","State Senate","29","Paul A. Baca","Democratic",9200,FALSE,48.9
"2020","State Senate","3","Shannon Dawn Pinto","Democratic",11932,TRUE,67.5
"2020","State Senate","3","Arthur Pierce Allison","Republican",5750,FALSE,32.5
"2020","State Senate","30","Joshua A. Sanchez","Republican",10048,TRUE,51.1
"2020","State Senate","30","Pamela M. Cordova","Democratic",9606,FALSE,48.9
"2020","State Senate","31","Joseph Cervantes","Democratic",9908,TRUE,66
"2020","State Senate","31","John Thomas Roberts","Republican",5109,FALSE,34
"2020","State Senate","32","Cliff R. Pirtle","Republican",9620,TRUE,100
"2020","State Senate","33","William F. Burt","Republican",14697,TRUE,69
"2020","State Senate","33","Denise A. Lang-Browne","Democratic",6591,FALSE,31
"2020","State Senate","34","Ron Griggs","Republican",12392,TRUE,70.2
"2020","State Senate","34","Darren Murray Kugler","Democratic",5272,FALSE,29.8
"2020","State Senate","35","Crystal R. Diamond","Republican",11252,TRUE,58.1
"2020","State Senate","35","Neomi O. Martinez-Parra","Democratic",8124,FALSE,41.9
"2020","State Senate","36","Jeff Steinborn","Democratic",11259,TRUE,56.3
"2020","State Senate","36","Kimberly A. Skaggs","Republican",8752,FALSE,43.7
"2020","State Senate","37","William P. Soules","Democratic",14714,TRUE,56.8
"2020","State Senate","37","David W. Gallus","Republican",11196,FALSE,43.2
"2020","State Senate","38","Carrie Hamblen","Democratic",9639,TRUE,62.5
"2020","State Senate","38","Charles Richard Wendler","Republican",5780,FALSE,37.5
"2020","State Senate","39","Elizabeth ""Liz"" Stefanics","Democratic",12270,TRUE,55.5
"2020","State Senate","39","Joseph C. Tiano","Republican",9827,FALSE,44.5
"2020","State Senate","4","George K. Munoz","Democratic",11938,TRUE,67.9
"2020","State Senate","4","Angela R. Olive","Republican",5648,FALSE,32.1
"2020","State Senate","40","Craig W. Brandt","Republican",20201,TRUE,100
"2020","State Senate","41","David M. Gallegos","Republican",11333,TRUE,100
"2020","State Senate","42","Gay G. Kernan","Republican",17839,TRUE,100
"2020","State Senate","5","Leo Jaramillo","Democratic",15642,TRUE,68.9
"2020","State Senate","5","Diamantina Prado Storment","Republican",6118,FALSE,26.9
"2020","State Senate","5","Lee G. Weinland","Libertarian",950,FALSE,4.2
"2020","State Senate","6","Roberto ""Bobby"" Jesse Gonzales","Democratic",19344,TRUE,100
"2020","State Senate","7","Pat Woods","Republican",14238,TRUE,100
"2020","State Senate","8","Pete Campos","Democratic",13439,TRUE,65
"2020","State Senate","8","Melissa Kay Fryzel","Republican",7243,FALSE,35
"2020","State Senate","9","Brenda Grace Mc Kenna","Democratic",16084,TRUE,53.9
"2020","State Senate","9","John Stahlman Clark","Republican",13744,FALSE,46.1
"2020","United States Representative","1","Deb Haaland","Democratic",186874,TRUE,58.2
"2020","United States Representative","1","Michelle Garcia Holmes","Republican",134297,FALSE,41.8
"2020","United States Representative","2","Yvette Herrell","Republican",142141,TRUE,53.7
"2020","United States Representative","2","Xochitl Torres Small","Democratic",122417,FALSE,46.3
"2020","United States Representative","2","Steve Jones","Independent",0,FALSE,0
"2020","United States Representative","3","Teresa Leger Fernandez","Democratic",186191,TRUE,58.7
"2020","United States Representative","3","Alexis M. Johnson","Republican",130972,FALSE,41.3
"2020","United States Senator","New Mexico","Ben R. Lujan","Democratic",474106,TRUE,52.1
"2020","United States Senator","New Mexico","Mark V. Ronchetti","Republican",418168,FALSE,46
"2020","United States Senator","New Mexico","Bob Walsh","Libertarian",17054,FALSE,1.9
"2022","Attorney General","New Mexico","Raul Torrez","Democratic",387994,TRUE,55.4
"2022","Attorney General","New Mexico","Jeremy Michael Gay","Republican",312358,FALSE,44.6
"2022","Commissioner of Public Lands","New Mexico","Stephanie Garcia Richard","Democratic",379002,TRUE,54.9
"2022","Commissioner of Public Lands","New Mexico","Jefferson L. Byrd","Republican",309175,FALSE,44.8
"2022","Commissioner of Public Lands","New Mexico","Larry E. Marker","Independent",2115,FALSE,0.3
"2022","Governor","New Mexico","Michelle Lujan Grisham and Howie C. Morales","Democratic",369526,TRUE,52.6
"2022","Governor","New Mexico","Mark V. Ronchetti and Ant L. Thornton","Republican",323059,FALSE,46
"2022","Governor","New Mexico","Karen Evette Bedonie and Efren Gallardo Jr.","Libertarian",9624,FALSE,1.4
"2022","Secretary of State","New Mexico","Maggie Toulouse Oliver","Democratic",383895,TRUE,55.2
"2022","Secretary of State","New Mexico","Audrey Trujillo","Republican",298950,FALSE,43
"2022","Secretary of State","New Mexico","Mayna Erika Myers","Libertarian",12414,FALSE,1.8
"2022","State Auditor","New Mexico","Joseph M. Maestas","Democratic",399204,TRUE,62.1
"2022","State Auditor","New Mexico","Travis Steven Sanchez","Libertarian",243817,FALSE,37.9
"2022","State Representative","1","Rodney D. Montoya","Republican",9182,TRUE,100
"2022","State Representative","10","G. Andres Romero","Democratic",4506,TRUE,58.7
"2022","State Representative","10","Mary Kay Ingham","Republican",3172,FALSE,41.3
"2022","State Representative","11","Javier I. Martinez","Democratic",8859,TRUE,78.1
"2022","State Representative","11","Lisa Meyer-Hagen","Republican",2478,FALSE,21.9
"2022","State Representative","12","Art De La Cruz","Democratic",4359,TRUE,100
"2022","State Representative","13","Patricia A. Roybal Caballero","Democratic",3889,TRUE,100
"2022","State Representative","14","Miguel P. Garcia","Democratic",5679,TRUE,73.9
"2022","State Representative","14","Solomon Pena","Republican",2002,FALSE,26.1
"2022","State Representative","15","Dayan ""Day"" Mercedes Hochman-Vigil","Democratic",7574,TRUE,60.7
"2022","State Representative","15","Kimberly Ann Kaehr-Macmillan","Republican",4379,FALSE,35.1
"2022","State Representative","15","Laura E. Gutierrez","Independent",535,FALSE,4.3
"2022","State Representative","16","Antonio ""Moe"" Maestas","Democratic",7575,TRUE,100
"2022","State Representative","17","Cynthia D. Borrego","Democratic",6150,TRUE,52.8
"2022","State Representative","17","Ellis C. Mcmath","Republican",5495,FALSE,47.2
"2022","State Representative","18","Gail Chasey","Democratic",10288,TRUE,84.8
"2022","State Representative","18","Scott Troy Cannon","Republican",1851,FALSE,15.2
"2022","State Representative","19","Janelle I. Anyanonu","Democratic",4014,TRUE,64
"2022","State Representative","19","Kathleen M. Jackson","Republican",1434,FALSE,22.9
"2022","State Representative","19","Enrique Jesus Cardiel","Independent",820,FALSE,13.1
"2022","State Representative","2","P. Mark Duncan","Republican",5462,TRUE,70.2
"2022","State Representative","2","Matt Dodson","Independent",2318,FALSE,29.8
"2022","State Representative","20","Meredith A. Dixon","Democratic",6900,TRUE,56.4
"2022","State Representative","20","Robert A. Salazar","Republican",5338,FALSE,43.6
"2022","State Representative","21","Debra Marie Sarinana","Democratic",5410,TRUE,100
"2022","State Representative","22","Stefani Lord","Republican",8813,TRUE,56.2
"2022","State Representative","22","Augustine N. Montoya","Democratic",6879,FALSE,43.8
"2022","State Representative","23","Alan T. Martinez","Republican",7242,TRUE,53.6
"2022","State Representative","23","Ramon M. Montano","Democratic",6271,FALSE,46.4
"2022","State Representative","24","Elizabeth L. Thomson","Democratic",7545,TRUE,59.3
"2022","State Representative","24","Khalid Emshadi","Republican",5183,FALSE,40.7
"2022","State Representative","25","Christine Trujillo","Democratic",9187,TRUE,100
"2022","State Representative","26","Eleanor Chavez","Democratic",4026,TRUE,60.4
"2022","State Representative","26","Patrick B. Sais","Republican",2636,FALSE,39.6
"2022","State Representative","27","Marian Matthews","Democratic",7725,TRUE,54.1
"2022","State Representative","27","Robert S. Godshall","Republican",6556,FALSE,45.9
"2022","State Representative","28","Pamelya P. Herndon","Democratic",7552,TRUE,52.3
"2022","State Representative","28","Nicole Chavez","Republican",6879,FALSE,47.7
"2022","State Representative","29","Joy I. Garratt","Democratic",7349,TRUE,53.2
"2022","State Representative","29","Gregory G. Cunningham","Republican",6455,FALSE,46.8
"2022","State Representative","3","T. Ryan Lane","Republican",8272,TRUE,100
"2022","State Representative","30","Natalie R. Figueroa","Democratic",6737,TRUE,54.9
"2022","State Representative","30","Kurstin S. Johnson","Republican",5539,FALSE,45.1
"2022","State Representative","31","William R. Rehm","Republican",8538,TRUE,54.9
"2022","State Representative","31","Athena Ann Christodoulou","Democratic",7004,FALSE,45.1
"2022","State Representative","32","Jenifer M. Jones","Republican",3776,TRUE,50.2
"2022","State Representative","32","Candie G. Sweetser","Democratic",3740,FALSE,49.8
"2022","State Representative","33","Micaela Lara Cadena","Democratic",4908,TRUE,60.1
"2022","State Representative","33","Charles Richard Wendler","Republican",3259,FALSE,39.9
"2022","State Representative","34","Raymundo Lara","Democratic",3604,TRUE,96
"2022","State Representative","34","Mark W. Vieth","Republican",149,FALSE,4
"2022","State Representative","35","Angelica Rubio","Democratic",4879,TRUE,59.6
"2022","State Representative","35","Richelle A. Peugh-Swafford","Republican",3313,FALSE,40.4
"2022","State Representative","36","Nathan P. Small","Democratic",5098,TRUE,52.2
"2022","State Representative","36","Kimberly A. Skaggs","Republican",4666,FALSE,47.8
"2022","State Representative","37","Joanne J. Ferrary","Democratic",5557,TRUE,57.3
"2022","State Representative","37","Rene Ezequiel Rodriguez","Republican",4140,FALSE,42.7
"2022","State Representative","38","Tara Jaramillo","Democratic",4489,TRUE,50.7
"2022","State Representative","38","Sandra Kay Hammack","Republican",4359,FALSE,49.3
"2022","State Representative","39","Luis M. Terrazas","Republican",6395,TRUE,53.3
"2022","State Representative","39","Rodolpho S. Martinez","Democratic",5607,FALSE,46.7
"2022","State Representative","4","Anthony Allison","Democratic",5976,TRUE,100
"2022","State Representative","40","Joseph L. Sanchez","Democratic",7337,TRUE,73.2
"2022","State Representative","40","Jerald Steve Mcfall","Republican",2692,FALSE,26.8
"2022","State Representative","41","Susan K. Herrera","Democratic",7510,TRUE,100
"2022","State Representative","42","Kristina Ortez","Democratic",9253,TRUE,100
"2022","State Representative","43","Christine Chandler","Democratic",9173,TRUE,100
"2022","State Representative","44","Kathleen M. Cates","Democratic",7415,TRUE,51
"2022","State Representative","44","Jane E. Powdrell-Culbert","Republican",7118,FALSE,49
"2022","State Representative","45","Linda Michelle Serrato","Democratic",9124,TRUE,100
"2022","State Representative","46","Andrea D. Romero","Democratic",10920,TRUE,77.6
"2022","State Representative","46","Jay C. Groseclose","Republican",3154,FALSE,22.4
"2022","State Representative","47","Reena C. Szczepanski","Democratic",14538,TRUE,100
"2022","State Representative","48","Tara L. Lujan","Democratic",9251,TRUE,100
"2022","State Representative","49","Gail ""Missy"" Armstrong","Republican",8746,TRUE,100
"2022","State Representative","5","Doreen Wonda Johnson","Democratic",7214,TRUE,100
"2022","State Representative","50","Matthew Mcqueen","Democratic",11986,TRUE,100
"2022","State Representative","51","John Block","Republican",5848,TRUE,63
"2022","State Representative","51","Sharonlee Cummins","Democratic",3434,FALSE,37
"2022","State Representative","52","Doreen Yvonne Gallegos","Democratic",4205,TRUE,61.1
"2022","State Representative","52","John Foreman","Republican",2678,FALSE,38.9
"2022","State Representative","53","Willie D. Madrid","Democratic",3232,TRUE,51.1
"2022","State Representative","53","Elizabeth Lee Winterrowd","Republican",3087,FALSE,48.9
"2022","State Representative","54","James G. Townsend","Republican",7020,TRUE,100
"2022","State Representative","55","Cathrynn N. Brown","Republican",7424,TRUE,100
"2022","State Representative","56","Harlan H. Vincent","Republican",7749,TRUE,67.3
"2022","State Representative","56","Elaine Allen","Independent",3773,FALSE,32.7
"2022","State Representative","57","Jason Carl Harper","Republican",6082,TRUE,51.8
"2022","State Representative","57","Michelle Eleanor Sandoval","Democratic",5654,FALSE,48.2
"2022","State Representative","58","Candy Spence Ezzell","Republican",4088,TRUE,100
"2022","State Representative","59","Greg Nibert","Republican",7332,TRUE,100
"2022","State Representative","6","Eliseo Lee Alcon","Democratic",4905,TRUE,62.8
"2022","State Representative","6","Jerri D. Rowe","Republican",2906,FALSE,37.2
"2022","State Representative","60","Joshua Nathaniel Hernandez","Republican",7359,TRUE,100
"2022","State Representative","61","Randall T. Pettigrew","Republican",3061,TRUE,100
"2022","State Representative","62","Larry R. Scott","Republican",6476,TRUE,100
"2022","State Representative","63","Martin Zamora","Republican",4765,TRUE,100
"2022","State Representative","64","Andrea R. Reeb","Republican",5868,TRUE,67.5
"2022","State Representative","64","David M. Lansford","Independent",2822,FALSE,32.5
"2022","State Representative","65","Derrick J. Lente","Democratic",6213,TRUE,100
"2022","State Representative","66","Jimmy G. Mason","Republican",5548,TRUE,81.2
"2022","State Representative","66","Andrew G. Kennedy","Libertarian",1282,FALSE,18.8
"2022","State Representative","67","Jackey O. Chatfield","Republican",8444,TRUE,100
"2022","State Representative","68","Charlotte L. Little","Democratic",5647,TRUE,50.2
"2022","State Representative","68","Robert Henry Moss","Republican",5611,FALSE,49.8
"2022","State Representative","69","Harry Garcia","Democratic",5050,TRUE,100
"2022","State Representative","7","Tanya R. Mirabal Moya","Republican",4615,TRUE,57.5
"2022","State Representative","7","Danny M. Bernal Jr.","Democratic",3412,FALSE,42.5
"2022","State Representative","70","Ambrose M. Castellano","Democratic",7223,TRUE,100
"2022","State Representative","8","Brian G. Baca","Republican",8503,TRUE,99.1
"2022","State Representative","8","Paul Matthew Kinzelman","Democratic",78,FALSE,0.9
"2022","State Representative","9","Patricia A. Lundstrom","Democratic",5277,TRUE,100
"2022","State Treasurer","New Mexico","Laura M. Montoya","Democratic",369480,TRUE,53.2
"2022","State Treasurer","New Mexico","Harry B. Montoya","Republican",324615,FALSE,46.8
"2022","United States Representative","1","Melanie Ann Stansbury","Democratic",156420,TRUE,55.8
"2022","United States Representative","1","Michelle Garcia Holmes","Republican",124001,FALSE,44.2
"2022","United States Representative","1","Victoria L. Gonzales","Independent",0,FALSE,0
"2022","United States Representative","2","Gabriel Vasquez","Democratic",96831,TRUE,50.4
"2022","United States Representative","2","Yvette Herrell","Republican",95202,FALSE,49.6
"2022","United States Representative","2","Eliseo Luna","Democratic",0,FALSE,0
"2022","United States Representative","3","Teresa Leger Fernandez","Democratic",133900,TRUE,58.3
"2022","United States Representative","3","Alexis Martinez Johnson","Republican",95826,FALSE,41.7
"2024","President of the United States","New Mexico","Kamala D. Harris and Timothy Walz","Democratic",478254,TRUE,52.9
"2024","President of the United States","New Mexico","Donald J. Trump and JD Vance","Republican",422042,FALSE,46.7
"2024","President of the United States","New Mexico","Robert F. Kennedy, Jr and Nicole Shanahan","Independent",2554,FALSE,0.3
"2024","President of the United States","New Mexico","Jill Stein and Rudolph Ware","Green",503,FALSE,0.1
"2024","President of the United States","New Mexico","Chase Oliver and Mike Ter Maat","Libertarian",319,FALSE,0
"2024","President of the United States","New Mexico","Claudia De La Cruz and Karina Garcia","Party for Socialism and Liberation",134,FALSE,0
"2024","President of the United States","New Mexico","Laura Ebke and Trisha Butler","Liberal Party USA",0,FALSE,0
"2024","State Representative","1","Rodney D. Montoya","Republican",11369,TRUE,100
"2024","State Representative","10","G. Andres Romero","Democratic",6767,TRUE,100
"2024","State Representative","11","Javier I. Martinez","Democratic",10071,TRUE,74.8
"2024","State Representative","11","Bart H. Kinney, III","Republican",3385,FALSE,25.2
"2024","State Representative","12","Art De La Cruz","Democratic",5732,TRUE,100
"2024","State Representative","13","Patricia A. Roybal Caballero","Democratic",5816,TRUE,100
"2024","State Representative","14","Miguel P. Garcia","Democratic",7310,TRUE,71.9
"2024","State Representative","14","Konnie L. Legried","Republican",2851,FALSE,28.1
"2024","State Representative","15","Dayan “Day” M. Hochman-Vigil","Democratic",10232,TRUE,100
"2024","State Representative","16","Yanira Gurrola Valenzuela","Democratic",8005,TRUE,59.1
"2024","State Representative","16","Leland Benwood H. Bohannon","Republican",5543,FALSE,40.9
"2024","State Representative","17","Cynthia D. Borrego","Democratic",7860,TRUE,54.1
"2024","State Representative","17","Joshua Taylor Neal","Republican",6676,FALSE,45.9
"2024","State Representative","18","Marianna A. Anaya","Democratic",11668,TRUE,100
"2024","State Representative","19","Janelle I. Anyanonu","Democratic",5626,TRUE,72.1
"2024","State Representative","19","Leanna K. Derrick","Republican",2181,FALSE,27.9
"2024","State Representative","2","P. Mark Duncan","Republican",8606,TRUE,100
"2024","State Representative","20","Meredith A. Dixon","Democratic",8227,TRUE,55.9
"2024","State Representative","20","Tracy Major","Republican",6495,FALSE,44.1
"2024","State Representative","21","Debra Marie Sarinana","Democratic",6850,TRUE,100
"2024","State Representative","22","Stefani Lord","Republican",10473,TRUE,56.5
"2024","State Representative","22","Fred Ponzlov","Democratic",6479,FALSE,35
"2024","State Representative","22","Zachary P. Withers","Independent",1572,FALSE,8.5
"2024","State Representative","23","Alan T. Martinez","Republican",9195,TRUE,54.5
"2024","State Representative","23","Frank James Smith, Jr","Democratic",7674,FALSE,45.5
"2024","State Representative","24","Elizabeth L. Thomson","Democratic",9141,TRUE,59.5
"2024","State Representative","24","David J. Daffron","Republican",6219,FALSE,40.5
"2024","State Representative","25","Cristina S. Parajon","Democratic",10022,TRUE,68.8
"2024","State Representative","25","Denis Litvinenko","Republican",4552,FALSE,31.2
"2024","State Representative","26","Eleanor Chavez","Democratic",5430,TRUE,58.2
"2024","State Representative","26","Patrick B. Sais","Republican",3892,FALSE,41.8
"2024","State Representative","27","Marian Matthews","Democratic",9000,TRUE,53.8
"2024","State Representative","27","Gregory R. Gallegos","Republican",7727,FALSE,46.2
"2024","State Representative","28","Pamelya P. Herndon","Democratic",9403,TRUE,55.9
"2024","State Representative","28","Marcie M. May","Republican",7406,FALSE,44.1
"2024","State Representative","29","Joy I. Garratt","Democratic",9536,TRUE,54.1
"2024","State Representative","29","Gregory G. Cunningham","Republican",8080,FALSE,45.9
"2024","State Representative","3","William A. Hall, II","Republican",10332,TRUE,100
"2024","State Representative","30","Elizabeth Diane Torres-Velasquez","Democratic",7987,TRUE,54.1
"2024","State Representative","30","Lori Lee Robertson","Republican",6766,FALSE,45.9
"2024","State Representative","31","Nicole Chavez","Republican",9597,TRUE,52.3
"2024","State Representative","31","Vicky G. Estrada-Bustillo","Democratic",8750,FALSE,47.7
"2024","State Representative","32","Jenifer M. Jones","Republican",6017,TRUE,61.4
"2024","State Representative","32","Linda S. Alvarez","Democratic",3784,FALSE,38.6
"2024","State Representative","33","Micaela Lara Cadena","Democratic",8095,TRUE,100
"2024","State Representative","34","Raymundo Lara","Democratic",5081,TRUE,57.8
"2024","State Representative","34","Larry M. Sedillo","Republican",3713,FALSE,42.2
"2024","State Representative","35","Angelica Rubio","Democratic",8345,TRUE,100
"2024","State Representative","36","Nathan P. Small","Democratic",7394,TRUE,51.9
"2024","State Representative","36","Kimberly A. Skaggs","Republican",6847,FALSE,48.1
"2024","State Representative","37","Joanne J. Ferrary","Democratic",9479,TRUE,100
"2024","State Representative","38","Rebecca Dow","Republican",6034,TRUE,51.6
"2024","State Representative","38","Tara Jaramillo","Democratic",5658,FALSE,48.4
"2024","State Representative","39","Luis M. Terrazas","Republican",7766,TRUE,53.5
"2024","State Representative","39","Gabrielle Begay","Democratic",6749,FALSE,46.5
"2024","State Representative","4","Joseph Franklin Hernandez","Democratic",5641,TRUE,55.7
"2024","State Representative","4","Lincoln Mark","Republican",4478,FALSE,44.3
"2024","State Representative","40","Joseph L. Sanchez","Democratic",8001,TRUE,61.2
"2024","State Representative","40","Diego M. Olivas","Republican",5068,FALSE,38.8
"2024","State Representative","41","Susan K. Herrera","Democratic",8741,TRUE,100
"2024","State Representative","42","Kristina Ortez","Democratic",11133,TRUE,100
"2024","State Representative","43","Christine Chandler","Democratic",11094,TRUE,100
"2024","State Representative","44","Kathleen M. Cates","Democratic",9166,TRUE,52.9
"2024","State Representative","44","Ali Ennenga","Republican",8158,FALSE,47.1
"2024","State Representative","45","Linda Michelle Serrato","Democratic",10767,TRUE,100
"2024","State Representative","46","Andrea D. Romero","Democratic",12735,TRUE,100
"2024","State Representative","47","Reena C. Szczepanski","Democratic",15772,TRUE,100
"2024","State Representative","48","Tara L. Lujan","Democratic",10883,TRUE,100
"2024","State Representative","49","Gail ""Missy"" Armstrong","Republican",10865,TRUE,100
"2024","State Representative","5","Doreen Wonda Johnson","Democratic",8800,TRUE,100
"2024","State Representative","50","Matthew Mcqueen","Democratic",12029,TRUE,61.6
"2024","State Representative","50","Kenneth Donald Brennan","Republican",7490,FALSE,38.4
"2024","State Representative","51","John Block","Republican",7510,TRUE,61.1
"2024","State Representative","51","Ashlie L. Myers","Democratic",4777,FALSE,38.9
"2024","State Representative","52","Doreen Yvonne Gallegos","Democratic",7157,TRUE,100
"2024","State Representative","53","Sarah Angelina Silva","Democratic",4871,TRUE,50.9
"2024","State Representative","53","Elizabeth Lee Winterrowd","Republican",4704,FALSE,49.1
"2024","State Representative","54","Jonathan Allen Henry","Republican",8281,TRUE,83.5
"2024","State Representative","54","Christian Scott Ehmling","Libertarian",1631,FALSE,16.5
"2024","State Representative","55","Cathrynn N. Brown","Republican",9919,TRUE,100
"2024","State Representative","56","Harlan H. Vincent","Republican",10948,TRUE,100
"2024","State Representative","57","Catherine Jeanette Cullen","Republican",8374,TRUE,50.4
"2024","State Representative","57","Michelle Eleanor Sandoval","Democratic",8244,FALSE,49.6
"2024","State Representative","58","Angelita Mejia","Republican",5813,TRUE,100
"2024","State Representative","59","Jared A. Hembree","Republican",9544,TRUE,100
"2024","State Representative","6","Eliseo Lee Alcon","Democratic",5933,TRUE,58.9
"2024","State Representative","6","Paul L. Spencer","Republican",4137,FALSE,41.1
"2024","State Representative","60","Joshua N. Hernandez","Republican",8166,TRUE,57.2
"2024","State Representative","60","Luke Nicholas Jungmann","Democratic",6113,FALSE,42.8
"2024","State Representative","61","Randall T. Pettigrew","Republican",4879,TRUE,100
"2024","State Representative","62","Elaine Sena Cortez","Republican",8993,TRUE,100
"2024","State Representative","63","Martin Zamora","Republican",6547,TRUE,100
"2024","State Representative","64","Andrea R. Reeb","Republican",10029,TRUE,100
"2024","State Representative","65","Derrick J. Lente","Democratic",7760,TRUE,100
"2024","State Representative","66","Jimmy G. Mason","Republican",8367,TRUE,100
"2024","State Representative","67","Jackey O. Chatfield","Republican",9387,TRUE,100
"2024","State Representative","68","Charlotte L. Little","Democratic",7654,TRUE,52.2
"2024","State Representative","68","Nathan T. Brooks","Republican",6999,FALSE,47.8
"2024","State Representative","69","Michelle P. Abeyta","Democratic",6277,TRUE,100
"2024","State Representative","7","Tanya R. Mirabal Moya","Republican",7789,TRUE,100
"2024","State Representative","70","Anita Amalia Gonzales","Democratic",8333,TRUE,100
"2024","State Representative","8","Brian G. Baca","Republican",11123,TRUE,100
"2024","State Representative","9","Patricia A. Lundstrom","Republican",7008,TRUE,100
"2024","State Senate","1","William E. Sharer","Republican",14505,TRUE,100
"2024","State Senate","10","Katy Duhigg","Democratic",15846,TRUE,57.6
"2024","State Senate","10","Rudy B Mora","Republican",11669,FALSE,42.4
"2024","State Senate","11","Linda M. Lopez","Democratic",9665,TRUE,100
"2024","State Senate","12","Jay C. Block","Republican",13643,TRUE,52.4
"2024","State Senate","12","Phillip Ramirez","Democratic",12382,FALSE,47.6
"2024","State Senate","13","M. Debbie O'malley","Democratic",14921,TRUE,100
"2024","State Senate","14","Michael Padilla","Democratic",11343,TRUE,100
"2024","State Senate","15","Heather Jean Berghmans","Democratic",12920,TRUE,60.7
